submission,criteo1tb,fastmri,finewebedu_lm,imagenet_resnet,imagenet_vit,librispeech_conformer,librispeech_deepspeech,ogbg,wmt
ademamix,1.0010825763927422,0.9420394021221715,0.40403201664468946,0.6740027356507963,0.802424341129202,0.7305170534584913,0.7884586655586601,0.2304398308491926,0.1538000967767499
cautious_nadamw,0.9266347767470695,0.6559752236253,0.44144648333990966,0.25149491638964216,0.49596923795226744,2.589838852085477,2.7988120351912658,0.1979359465075458,0.1255462995675322
lion,0.91592558011244,0.27376442936493867,0.38839825067830164,0.6743097256486612,0.8120775926593171,0.7231872968606753,0.7694697594617248,0.21286914966307793,0.1413890021270408
muon,1.80744596371582,0.15300968625117742,0.504613462023225,0.34063982264727855,0.5145936103030498,2.486110555855915,2.709749883580429,0.19192375124386668,0.173934285073483
muon_torch,1.18504582454593,0.3866886620807985,0.39309072483558477,0.6849873571941311,0.8496337869111144,0.7507184025867658,0.789905564129319,0.2350472339184847,0.14536654309265207
muon_torch_jax_hps,1.7342784383950187,1.6517848136590747,0.3880395425198473,0.6934786466962689,0.8332489562823742,,0.8003201571982819,0.22019732958401278,0.13560123231071533
muon_torch_jax_hps_achandr,0.9711783830686549,1.1274927614012604,0.2033421407507006,0.733399593865325,0.8253189693677481,,0.7700204282210652,0.22362731819104265,0.0893746101765593
muon_torch_jax_hps_lr_fix,1.6236787798577117,1.4904196197922166,0.38991462556367873,0.6803542879054202,0.836193706559218,0.753791832583733,0.7946280593788139,0.22635081636205848,0.13599101544133538
nadamw,0.9130992993330321,0.10824602795398142,0.4370215902234469,0.2521924206204958,0.4629556156426727,2.4926909356311806,2.5031315810127652,0.1904826010022041,0.12476112412788223
nadamw_baselinev05,0.900927458493366,0.3907451132582269,0.4369074667928172,0.25078913028372907,0.465805622122026,2.5370693297275118,2.7372216326849665,0.1910767921026944,0.12590835478998
nadamw_resnet,1.550644798382469,0.10992968284881317,0.43626168098213475,0.3472091664416975,0.5355774306471934,2.2596808752887014,2.301104343183848,0.1920906659445254,0.1251175539318001
schedule_free_adamw,1.0176147447313595,0.37200399077668483,0.39088582110865655,0.7580861347745502,0.798625143555511,0.636074872542087,0.4369991325858944,0.23042852374871498,0.1480193403642912
schedule_free_adamw_jax,1.7633445439952435,1.1496743187308311,0.22480757398142498,0.25022096920710724,0.522412035514241,2.5689073843042243,1.2618603325971023,0.2001300537781464,0.1313800575391753
schedule_free_adamw_jax_v2,0.8966913763762121,0.3698403887300683,0.22534573858673873,0.44776864374720626,0.49135053230701276,2.6878856915000933,2.8562571235897436,0.19452367417783623,0.13178440840034025
schedule_free_adamw_v2,0.909490487405232,0.2531965345361251,0.39557035112902283,0.8173056068837263,0.8838809331652617,0.6624823705895609,0.5242204456710123,0.21809077900113122,0.14011229786067375
single_worker_diloco,2.029253848574378,1.0101386800818486,0.46192917255577687,0.2547951958011423,0.49808267468873035,2.739086131503963,2.648808918364061,0.19546009999048936,0.1408422923478924
