accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ppl,total_duration,train/loss,train/ppl,validation/loss,validation/num_examples,validation/ppl
221.9116239547729,0.0,54.66056180000305,1,0,54.66056180000305,0.0,0.0,1.0,277.2181532382965,10.870306396484375,52591.32159809857,10.870530540680946,100000.0,52603.11095883379
403.2949366569519,0.2821135520935058,2622.199852705002,6559,0,2622.199852705002,0.0,0.0,1.0,3030.4644157886505,3.709656143188477,40.83976108228861,3.705214868726023,100000.0,40.658782679203
584.4694380760193,0.333235502243042,5190.025418043137,13122,0,5190.025418043137,0.0,0.0,1.0,5783.241995573044,3.497007751464844,33.01651039876993,3.4891501034007355,100000.0,32.758094878461065
765.5902125835419,0.3845753669738769,7758.15821647644,19692,0,7758.15821647644,0.0,0.0,1.0,8536.119453907013,3.404418182373047,30.09677979187544,3.395627385210198,100000.0,29.83336461650843
947.041755437851,0.4314379692077636,10326.424352884293,26254,0,10326.424352884293,0.0,0.0,1.0,11289.401420593262,4.081108093261719,59.21104487139405,4.078101897178708,100000.0,59.03331214379619
1128.4634864330292,0.4811890125274658,12894.450154542925,32817,0,12894.450154542925,0.0,0.0,1.0,14042.442306041718,3.679557037353516,39.62883608998297,3.675292656549712,100000.0,39.46020345451839
1309.5636701583862,0.5315287113189697,15462.48849916458,39381,0,15462.48849916458,0.0,0.0,1.0,16795.217359781265,3.5258750915527344,33.983499281164754,3.5197382387907608,100000.0,33.77558616833687
1490.5148692131042,0.5821256637573242,18030.86809802056,45952,0,18030.86809802056,0.0,0.0,1.0,19547.98574733734,3.4380413055419923,31.125932231275826,3.429374363111413,100000.0,30.857331224608263
1672.0403172969818,0.6328530311584473,20599.284720659256,52518,0,20599.284720659256,0.0,0.0,1.0,22301.26807832718,4.207860946655273,67.21261456511299,4.207270707620684,100000.0,67.17295476191322
1853.2994062900543,0.6838946342468262,23167.73389291764,59085,0,23167.73389291764,0.0,0.0,1.0,25054.241847753525,3.761432647705078,43.01000003911472,3.756518742007672,100000.0,42.79917137519399
2034.5616202354431,0.734381914138794,25736.244623422623,65656,0,25736.244623422623,0.0,0.0,1.0,27807.25762987137,3.589706420898437,36.22343992035098,3.58372649756234,100000.0,36.00747290333203
2215.595517396927,0.7825784683227539,28304.841285943985,72228,0,28304.841285943985,0.0,0.0,1.0,30560.103417873383,3.492578125,32.87058303100636,3.485768349884111,100000.0,32.64750217992869
2396.813866376877,0.8336136341094971,30873.29562067985,78798,0,30873.29562067985,0.0,0.0,1.0,33312.92652177811,3.712191009521484,40.94341573754897,3.707639416160486,100000.0,40.75748142798585
2578.1293535232544,0.8854162693023682,33441.77573299408,85368,0,33441.77573299408,0.0,0.0,1.0,36065.82183885574,3.496995544433594,33.01610736765564,3.489299335138268,100000.0,32.76298379065936
2759.370963573456,0.9358253479003906,36010.495891571045,91941,0,36010.495891571045,0.0,0.0,1.0,38818.90643882752,3.3976009368896483,29.89230044066924,3.38816173972986,100000.0,29.61146862184017
2940.4697265625,0.9862301349639891,38578.81546521187,98510,0,38578.81546521187,0.0,0.0,1.0,41571.89681696892,3.3363433837890626,28.116128616244627,3.3259520859974425,100000.0,27.82547828346764
3121.722395181656,1.0674285888671875,41147.13970828056,105078,0,41147.13970828056,0.0,0.0,1.0,44324.97948503494,3.8897426605224608,48.89830144113663,3.886568893861893,100000.0,48.74335565321369
3303.0072412490845,1.1199932098388672,43715.477187395096,111647,0,43715.477187395096,0.0,0.0,1.0,47077.897020339966,3.619471740722656,37.31784911421194,3.614026159886509,100000.0,37.11518406550682
3484.305163860321,1.172109603881836,46283.99215102196,118216,0,46283.99215102196,0.0,0.0,1.0,49830.91515684128,3.498982238769531,33.08176548086267,3.491578085038363,100000.0,32.83772756554043
,,,124787,0,48852.4151828289,,,,,,,,,
